,description,text,date,keywords,summary,url
31,"Early Saaho reviews praise Prabhas’ performance, call action ‘on par with Hollywood’","A day ahead of its release in India, the first reactions to Saaho have arrived online. Touted as one of the most expensive action films ever produced in the country, the Prabhas and Shraddha Kapoor-starrer is generating mixed early response from those who have seen it in the UAE, where it releases on Thursday.

© Provided by HT Digital Streams Limited Prabhas in a still from Saaho, due out on Friday. ()

Deccan Chronicle quoted a distributor, who said that the film relies too heavily on a couple of action sequences. ""There are two elaborate action sequences, each lasting for more than ten minutes. The entire impact of the film hinges on these two action sequences,"" the source said. The action isn't enough to sustain the film, which is bogged down by a poor script. The source added, ""If they are hoping to acquire blockbuster status on the basis of two action scenes then it is worrisome. Audiences expect a lot more than stunts in their movie experience. On the other hand Shankar's dubbed 2.0 became a moneyspinner without a coherent plot merely on the starpower of Rajinikanth and Akshay Kumar.""

To the contrary, a UAE journalist wrote on Twitter that the film has blockbuster written all over it. Umair Sandhu wrote, ""If you are looking high-octane action scenes, sleek visuals, melodious music and if you love masala movies, then Saaho should definitely be your pick for weekend. Prabhas is India Biggest star now.""

#Saaho is a cinematic marvel which has the style as well as the substance.The VFX & Action Stunts is something which has not been watched on Indian screens ever. At the BO, it is a sure shot blockbuster and will set new benchmarks in the days to come. Highly recommended! ⭐⭐⭐⭐ pic.twitter.com/zzM8qPRpfI — Umair Sandhu (@UmairFilms) August 28, 2019

He continued, “Prabhas makes absolutely no mistakes in getting his act together. There’s no denying the fact that he plays the perfect Pan India hero in this film,who can acts effortlessly, fight in style and charm the audiences. Saaho is a definite must watch. Breathtakingly shot with gorgeous cinematography, this edition notches higher than its preceding films in terms of thrills and mostly in terms of soul. You wouldn’t want to miss a defining moment in the history of commercial films of Tollywood.”

One word Review: B-L-O-C-K-B-U-S-T-E-R

Rating: ⭐🌟🌟🌟( 4/5)#Saaho



Crazy storyline masked with breathtaking visuals & action.



Prabhas is elegant, fierce & "" THE BAD BOY""



Action scenes are on par with Hollywood, some are way better TBH



Climax is the best part of the movie. — Light Yagami (@Light_Yagamind) August 28, 2019

Another Twitter user called Saaho’s climax ‘the best part of the movie’. They wrote that the film has a “Crazy storyline masked with breathtaking visuals & action. Action scenes are on par with Hollywood, some are way better TBH.”

Produced on a reported budget of Rs 350 crore, the film also boasts of the most expensive action sequence ever filmed in Indian cinema’s history. The cost of the sequence is said to be around Rs 90 crore, according to reports. Saaho is expected to open to a collection of anywhere between Rs 60-70 crore on Friday, which would make it the second biggest opener in history of Indian cinema.

Full coverage: Saaho

Trade analyst Girish Johar told Hindustan Times, “The film should open at roughly Rs 35 crore in Telugu, Rs 15 crore in Tamil and Rs 3-5 crore in Malayalam. The film should open across India at around Rs 60-70 crore in all languages.”

Saaho also stars Shraddha Kapoor, Jackie Shroff, Neil Nitin Mukesh, Chunky Panday, Arun Vijay, Mandira Bedi and Mahesh Manjrekar.

Also watch: Prabhas' fan dies of electrocution while fixing a banner of Saaho (Provided by Times of India)



Replay Video SETTINGS OFF HD HQ SD LO

In pics: Prabhas and Shraddha promote Saaho on The Kapil Sharma Show (Provided by Indian Express)



In pics: Prabhas and Shraddha promote Saaho on The Kapil Sharma Show (Provided by Indian Express)

",,"['action', 'rs', 'hollywood', 'film', 'saaho', 'par', 'crore', 'praise', 'early', 'indian', 'scenes', 'provided', 'reviews', 'prabhas', 'performance', 'shraddha']","© Provided by HT Digital Streams Limited Prabhas in a still from Saaho, due out on Friday.
()Deccan Chronicle quoted a distributor, who said that the film relies too heavily on a couple of action sequences.
The source added, ""If they are hoping to acquire blockbuster status on the basis of two action scenes then it is worrisome.
Umair Sandhu wrote, ""If you are looking high-octane action scenes, sleek visuals, melodious music and if you love masala movies, then Saaho should definitely be your pick for weekend.
Action scenes are on par with Hollywood, some are way better TBH.”Produced on a reported budget of Rs 350 crore, the film also boasts of the most expensive action sequence ever filmed in Indian cinema’s history.",https://www.msn.com/en-in/entertainment/southcinema/early-saaho-reviews-praise-prabhas-performance-call-action-on-par-with-hollywood/ar-AAGu0aJ?li=AAggbRN
32,World’s richest countries according to per capita income,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'using', 'worlds', 'older', 'msn', 'browser', 'supported', 'best', 'income', 'richest', 'experience', 'according', 'countries', 'capita']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/money/photos/worlds-richest-countries-according-to-per-capita-income/ss-BBFlgKo?li=AAgfW3S
33,Maruti Suzuki Service on Wheels initiative launched,"Maruti Suzuki India has launched a new initiative known as Service on Wheels.

© Aditya Nadkarni Maruti Suzuki Service on Wheels initiative launched

According to the company, the initiative includes a workshop on the move to offer customers the option of availing service at their doorsteps.

The initiative offers both paid and free services as offered by a regular service centre, along with repairs, underbody inspection, oil changing and filter cleaning among others.

The new initiative will boost the existing strong Maruti Suzuki service network of over 3,600 workshops across more than 1,800 towns and cities.

This, according to the company, will not only benefit customers located in far flung areas but also the customers in urban areas who are unable to visit the workshop due to time constraints.

Speaking on the occasion, Partho Banerjee, Executive Director (Service), Maruti Suzuki India, said, “We are delighted to announce the addition of Service on Wheels, a unique service for our customers.

Watch: Maruti Suzuki XL6 Review (Provided by NDTV 24x7)

Replay Video SETTINGS OFF HD HQ SD LO

A workshop built on a four-wheeler is designed to meet the entire service needs of our customers.

Customer satisfaction has always been paramount for Maruti Suzuki, and Service on Wheels is a testament to that.”



In photos: 20 of the coolest cars from the '90s",,"['wheels', 'service', 'launched', 'suzuki', 'company', 'india', 'areas', 'customers', 'maruti', 'initiative', 'workshop']","Maruti Suzuki India has launched a new initiative known as Service on Wheels.
© Aditya Nadkarni Maruti Suzuki Service on Wheels initiative launchedAccording to the company, the initiative includes a workshop on the move to offer customers the option of availing service at their doorsteps.
The new initiative will boost the existing strong Maruti Suzuki service network of over 3,600 workshops across more than 1,800 towns and cities.
Speaking on the occasion, Partho Banerjee, Executive Director (Service), Maruti Suzuki India, said, “We are delighted to announce the addition of Service on Wheels, a unique service for our customers.
Customer satisfaction has always been paramount for Maruti Suzuki, and Service on Wheels is a testament to that.”In photos: 20 of the coolest cars from the '90s",https://www.msn.com/en-in/autos/news/maruti-suzuki-service-on-wheels-initiative-launched/ar-AAGsj9f?li=AAgg6KI
34,"Kanika Kapoor’s Sister, Annabel, Passes Away; Singer Calls It The Worst Day Of Her Life","Singer Kanika Kapoor has had a fair amount of struggle in her life! Married in 1997, she had left her dream to become a singer and moved to London with her husband. It was after their divorce and with three children to fend that her struggle began. She has made a mark now to move over her past. But day before yesterday, she faced yet another blow in her life.

© Provided by HT Digital Streams Limited

The singer, who has given us hits like Baby Doll and Kamli, is mourning the death of her sister. Kanika lost her sister, Annabel and is in deep grief. The singer posted memories of Annabel, in the form of pictures. Captioning the pictures, she wrote,

“My precious sister Annabel Rest In Peace. I have no words to express how I feel today! Worse day of my life.. holding on to all the beautiful memories forever. Love you.”

See the post here:

My precious sister Annabel 💓 Rest In Peace 🙏😔 I have no words to express how I feel today! Worse day of my life.. holding on to all the beautiful memories forever ⭐️ Love you ⭐️ My precious sister Annabel 💓 Rest In Peace 🙏😔 I have no words to express how I feel today! Worse day of my life.. holding on to all the beautiful memories forever ⭐️ Love you ⭐️ A post shared by Kanika Kapoor (@kanik4kapoor) on Aug 27, 2019 at 4:04am PDT

Annabel was a wellness and meditation coach based out of London. From the pictures, we can well understand how close Kanika was to her. Her friends from the industry also expressed their heartfelt condolences.

Rest in Peace, Annabel.",,"['words', 'day', 'worst', 'passes', 'kanika', 'worse', 'singer', 'away', 'sister', 'memories', 'calls', 'life', 'kapoors', 'peace', 'annabel']","Singer Kanika Kapoor has had a fair amount of struggle in her life!
Kanika lost her sister, Annabel and is in deep grief.
Captioning the pictures, she wrote,“My precious sister Annabel Rest In Peace.
Love you.”See the post here:My precious sister Annabel 💓 Rest In Peace 🙏😔 I have no words to express how I feel today!
Rest in Peace, Annabel.",https://www.msn.com/en-in/entertainment/bollywood/kanika-kapoors-sister-annabel-passes-away-singer-calls-it-the-worst-day-of-her-life/ar-AAGs1MG?li=AA5a2m
35,Biggest India-Pakistan cricket controversies,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'indiapakistan', 'using', 'cricket', 'biggest', 'older', 'controversies', 'msn', 'supported', 'browser', 'experience', 'best']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/sports/photos/biggest-india-pakistan-cricket-controversies/ss-BBNtZUg?li=AAggjDC
36,Haryana government mulls metro between Faridabad and Gurugram,"© Sanjeev Verma/Hindustan Times/Getty Haryana Chief Minister Manohar Lal Khattar on Wednesday said the state government is considering running metro rail service between Faridabad and Gurugram.

The intercity bus service which has been started between Faridabad and Gurugram on Wednesday would provide economical and accessible transportation facility to the people, he added.

Addressing the people of Badkhal and Faridabad NIT during his Jan Ashirwad Yatra today, Khattar said the state government has left no stone unturned in carrying out development in all parts of the state. He said that while medical facility up to Rs 5 lakh is being made available to the poor families under the Ayushman Bharat – National Health Protection Scheme, each poor household has been provided LPG cylinder under the Ujjawala scheme thereby made their life more easy and comfortable.

Watch: Delhi Metro plans to go driverless on Pink and Magenta lines



Replay Video SETTINGS OFF HD HQ SD LO

He said that earlier people were not getting adequate ration under the Public Distribution System (PDS) but now with the introduction of online system, they are getting full quota of their ration.

The present online system has also put a complete check on the corruption in the entire process, he added.

The CM said the state government is committed to maintaining law and order situation in the state and for this, strict action is being taken against the criminals.



Recently, the Haryana Police has succeeded in arresting a gangster involved in the murder of a political leader in Faridabad. He said that the present state government has also provided basic amenities in different illegal colonies of Faridabad so that the people could get facilities at par with the regularised colonies.

Khattar said that people of the state elected the BJP government in the year 2014 and it has worked with more transparency and undertaken development works keeping in view the requirement of people. “Our performance of these five years has been outstanding and the pace of development in the state would be further accelerated in the next five years,” he added.

The CM invited people for the Rohtak Rally to be addressed by Prime Minister Narendra Modi on 8 September.",,"['service', 'scheme', 'present', 'metro', 'haryana', 'faridabad', 'development', 'poor', 'system', 'state', 'provided', 'gurugram', 'mulls', 'online']","© Sanjeev Verma/Hindustan Times/Getty Haryana Chief Minister Manohar Lal Khattar on Wednesday said the state government is considering running metro rail service between Faridabad and Gurugram.
The intercity bus service which has been started between Faridabad and Gurugram on Wednesday would provide economical and accessible transportation facility to the people, he added.
The present online system has also put a complete check on the corruption in the entire process, he added.
Recently, the Haryana Police has succeeded in arresting a gangster involved in the murder of a political leader in Faridabad.
He said that the present state government has also provided basic amenities in different illegal colonies of Faridabad so that the people could get facilities at par with the regularised colonies.",https://www.msn.com/en-in/news/newsindia/haryana-government-mulls-metro-between-faridabad-and-gurugram/ar-AAGsIXt?li=AAgges1
37,Elavenil Valarivan joins elite list with maiden senior Shooting World Cup gold in Rio,"India's Elavenil Valarivan became only the third shooter after Apurvi Chandela and Anjali Bhagwat to win a senior ISSF World Cup gold in the 10m Air Rifle in Rio de Janerio on Wednesday.

Elavenil Valarivan

The 20-year-old shot gold with 251.7 points while Seonaid Mcintosh from Great Britain took the silver with 250.6 points.

With India already having secured the maximum of 2 Olympic quotas in the women's 10m Air Rifle category, the Olympic quota on Wednesday went to Ying-Shin Lin from Chinese Taipei who finished with a bronze.

Elavenil Valarivan had narrowly missed a place on the podium at the ISSF World Cup in Munich wherin she finished 4th in the final.

However, on Wednesday, Elavenil was at her best, pipping senior compatriots Anjum Moudgil and Apurvi Chandela.

While Anjum Moudgil finished sixth in the 8-woman final, Apurvi Chandela missed out on the final berth after finishing 11th in the qualification round.

In photos: 12 of the most weird and wonderful sports trophies

Elavenil shot 629.4 to finish fourth in the qualifying round while Moudgil shot 629.1 to finish fifth. Chandela failed to qualify after managing 627.7 points.

India has now won three out of the four World Cup gold medals in the women's 10m air this year. Such has been India's supremacy that Mehuli Ghosh, shooting in the non-competition Minimum Qualification Score (MQS) section, shot a 629.1, which could have earned her a final spot as well.

Notably, this is Elavenil Valarivan's maiden medal at senior World Cup. The 20-year-old from Tamil Nadu had earlier won gold medals at ISSF Junior World Cup in Sydney and Suhl in 2018.

Watch: ""I thought of giving my best in the final,"" says world champion PV Sindhu (Provided by NDTV 24x7)",,"['valarivan', 'cup', 'maiden', 'list', 'issf', 'elavenil', 'final', 'rio', 'gold', 'shot', 'moudgil', 'finished', 'joins', 'shooting', 'elite', 'world', 'senior']","India's Elavenil Valarivan became only the third shooter after Apurvi Chandela and Anjali Bhagwat to win a senior ISSF World Cup gold in the 10m Air Rifle in Rio de Janerio on Wednesday.
Elavenil ValarivanThe 20-year-old shot gold with 251.7 points while Seonaid Mcintosh from Great Britain took the silver with 250.6 points.
India has now won three out of the four World Cup gold medals in the women's 10m air this year.
Notably, this is Elavenil Valarivan's maiden medal at senior World Cup.
The 20-year-old from Tamil Nadu had earlier won gold medals at ISSF Junior World Cup in Sydney and Suhl in 2018.",https://www.msn.com/en-in/sports/others-sports/elavenil-valarivan-joins-elite-list-with-maiden-senior-shooting-world-cup-gold-in-rio/ar-AAGtkBv?li=AAggjDC
38,Sushmita and Rohman's birthday messages for actress' daughter Alisah,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['rohmans', 'version', 'daughter', 'using', 'birthday', 'older', 'actress', 'msn', 'browser', 'messages', 'supported', 'sushmita', 'experience', 'alisah', 'best']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/video/entertainment/sushmita-sen-and-boyfriend-rohman-shawl-pen-down-adorable-birthday-messages-for-actress-daughter-alisah-ring-in-special-day-in-maldives/vi-AAGtt7A
39,Don’t speak out of turn: PM Narendra Modi to ministers,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'using', 'turn', 'older', 'msn', 'browser', 'supported', 'dont', 'ministers', 'experience', 'modi', 'best', 'speak', 'narendra']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/video/news/dont-speak-out-of-turn-treat-jandk-as-every-ministrys-project-pm-narendra-modi-to-ministers/vi-AAGtAg5
40,Lavish lairs of the world's worst dictators,"Lavish lairs of the world's worst dictators

By Daniel Coughlin

|

Tour the most infamous despot dwellings

Obscenely extravagant, the world's most monstrous tyrants certainly didn't hold back when it came to enriching themselves, splashing out on lavish residences and outrageously expensive items with their ill-gotten gains. From Hitler's Berlin bolthole to Saddam's blingy Baghdad palace, take a look around the homes of seven of the most notorious dictators from around the globe.

© INA/ALI AL-SAADI/AFP/Getty Images",,"['tyrants', 'worst', 'dictators', 'residences', 'lairs', 'saddams', 'outrageously', 'palace', 'lavish', 'seven', 'splashing', 'worlds']","Lavish lairs of the world's worst dictatorsBy Daniel Coughlin|Tour the most infamous despot dwellingsObscenely extravagant, the world's most monstrous tyrants certainly didn't hold back when it came to enriching themselves, splashing out on lavish residences and outrageously expensive items with their ill-gotten gains.
From Hitler's Berlin bolthole to Saddam's blingy Baghdad palace, take a look around the homes of seven of the most notorious dictators from around the globe.
© INA/ALI AL-SAADI/AFP/Getty Images",https://www.msn.com/en-in/money/photos/lavish-lairs-of-the-worlds-worst-dictators/ss-BBVAZM4?li=BBAgStz
41,Why Do We Crave Carbs?,"Have you eaten three servings of your vegetables today?

© Photo courtesy of Pixabay, public domain

Have you finished your skinless chicken cooked in lemon? Have you taken a bite of your avocados already?

If not yet, this maybe the reason why you are craving for carbohydrates.

“It could be you're not eating enough food in general, or not balancing meals with enough protein, healthy fats, and fiber to stabilize blood sugar. If you have an underlying health condition, that may impact blood sugars or mineral status that might impact cravings on that level,” Mckel Kooienga, R.D. and founder of Nutrition Stripped, said.

So obviously, a lack of a balanced diet with all the food groups like vegetables, fruits, meat and relevant sources chiefly stimulates your carb cravings.

Feeling low on energy or looking for a light meal also signals your desire for more carbs. “So instead of settling for something you don't actually want, like a mediocre roll or subpar cookie, grab something snacky or intensely flavored. I love smoky-flavored almonds, which are crunchy and bold but balanced. Or if it's during dinner, I'll go for cauliflower pieces that are crisp roasted with Parmesan cheese for a burst of umami with red-pepper flake for spice,” Carlene Thomas, R.D. and founder of Carlene, said.

According to Jessica Cording, R.D., health coach and founder of Jessica Cording Nutrition, a healthier carb alternative is one that is rich in fiber, essential vitamins and mineral and protein.

Kooienga, on the other hand, suggested sticking with whole food carbohydrates such as legumes, potatoes, grains, quinoa, fruits, and starchy vegetables.

Cording recommended berries when craving for sweets. “They offer up a lot of fiber (raspberries, for example, contain about 8 grams of fiber per cup) as well as vitamin C and powerful antioxidant compounds like anthocyanins - the pigments that give red, purple, and blue plants that beautiful color,” she added.

When starving for carbs but still want something heart healthy, Cording said to eat sweet potatoes. “One medium sweet potato provides 4 grams of fiber, as well as vitamin A and vitamin C, antioxidant beta-carotene and 13 percent of your daily potassium needs,” she explained.

If you are still craving for carbohydrates despite the several food suggestions, this could be more psychological than physiological. Kooienga proposed to consult with a licensed and credentialed health care provider. “A registered dietitian or psychologist can help support you in exploring root issues and ways to work through them,” she said.

See: Halle Berry Shared an Insanely Hard 5-Move Ab Workout, So Naturally, We're Going to Try It (Popsugar)

",,"['rd', 'cording', 'crave', 'craving', 'food', 'vitamin', 'fiber', 'carbs', 'sweet', 'vegetables', 'founder', 'health']","Feeling low on energy or looking for a light meal also signals your desire for more carbs.
According to Jessica Cording, R.D., health coach and founder of Jessica Cording Nutrition, a healthier carb alternative is one that is rich in fiber, essential vitamins and mineral and protein.
Kooienga, on the other hand, suggested sticking with whole food carbohydrates such as legumes, potatoes, grains, quinoa, fruits, and starchy vegetables.
When starving for carbs but still want something heart healthy, Cording said to eat sweet potatoes.
If you are still craving for carbohydrates despite the several food suggestions, this could be more psychological than physiological.",https://www.msn.com/en-in/health/health-news/why-do-we-crave-carbs/ar-AAGtzPT?li=BBPGFFn
42,All you need to know about the new Renault Triber,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'know', 'using', 'older', 'msn', 'browser', 'supported', 'renault', 'need', 'triber', 'experience', 'best']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/autos/autosvideos/renault-triber-launch-and-price/vi-AAGsvhK
43,"‘No elevator to success, stairs only option’: PM launches Fit India Movement","Replay Video SETTINGS OFF HD HQ SD LO

Prime Minister Narendra Modi launched “Fit India Movement” at the Indira Gandhi Indoor Stadium in New Delhi on National Sports Day on Thursday. The programme aims to encourage all citizens to inculcate a culture of fitness.



PM Modi urged people to make fitness a part of their daily routine and raise awareness about it. He said the launch of Fit India was a step towards a healthy India. “On this day a great sportsperson was born, Major Dhyan Chand. He amazed the world with his his fitness, stamina, and hockey stick,” PM Modi said.



All about PM Modi’s Fit India Movement

PM Modi Modi said fitness has been an integral part of our culture. “A few decades back, a normal person would walk 8-10km in a day, do cycling or run. But physical activity has gone down with the advent of technology,” he said.



The Prime Minister also administered a fitness pledge in his address, inviting all Indians to join in.



The Fit India campaign is supported by several national sports icons including World Badminton champion PV Sindhu, sprinter Hima Das along with celebrated wrestlers Bajrang Punia and Sakshi Malik.

“I am taking the pledge, are you guys ready to take the pledge,” PV Sindhu said, in a video released by Sports Authority of India on August 27, encouraging followers to take out some time everyday to keep fit.



The Prime Minister had announced the launch of the campaign during his monthly radio address, “Mann Ki Baat” on August 25 and said he wanted to see his listeners fit and make them “fitness conscious”. He had indicated that the fitness programme will have fixed goals.



Arrangements were made for wide viewing of the launch; University Grants Commission (UGC) has asked affiliated higher educational institutes to make arrangements for live viewing of the event by the students, faculty and staff



Institutes have also been instructed to prepare and implement an institutional fitness plan incorporating sports/exercises/physical activities for fitness, into the daily routine. UGC has also asked institutes to encourage every person to walk 10,000 steps on Thursday.



Union sports minister Kiren Rijiju says the Prime Minister’s initiative was receiving support from all sections of the society. “Tremendous supporters are coming from all sections of the society to participate in the #FitIndiaMovement to be launched by @narendramodi ji on 29th Aug at 10am. Chief Ministers, Corporates and many icons are taking amazing steps to make the programme a grand success.""



Fit India Movement is the latest among several other initiatives by the Prime Minister to promote fitness and health. PM is a well known supporter of Yoga and has in the past attributed his fitness to regular yoga and breathing exercises.



Speaking about his fitness routine in a Google Hangout, the Prime Minsiter had said, “I am equally energetic from morning till night. I guess the secret behind it is yoga and [breathing exercises]. Whenever I feel tired, I just practice deep breathing and that refreshes me again.”



The Prime Minister had also accepted Indian cricket team captain Virat Kohli’s fitness challenge in May 2018 as part of a social media campaign, #HumFitTohIndiaFit and posted a video a month later, of him stretching and doing several yoga poses.



“Here are moments from my morning exercises. Apart from Yoga, I walk on a track inspired by the Panchtatvas or 5 elements of nature - Prithvi, Jal, Agni, Vayu, Aakash. This is extremely refreshing and rejuvenating. I also practice breathing exercises. #HumFitTohIndiaFit,” Modi had tweeted in June in response to Virat Kohli’s challenge.

Also watch: 'Time to take yoga to villages'



Also see: 15 household tasks that burn major calories



",,"['prime', 'movement', 'video', 'india', 'breathing', 'elevator', 'success', 'fitness', 'minister', 'walk', 'fit', 'yoga', 'launches', 'option', 'stairs', 'modi']","Replay Video SETTINGS OFF HD HQ SD LOPrime Minister Narendra Modi launched “Fit India Movement” at the Indira Gandhi Indoor Stadium in New Delhi on National Sports Day on Thursday.
He said the launch of Fit India was a step towards a healthy India.
All about PM Modi’s Fit India MovementPM Modi Modi said fitness has been an integral part of our culture.
The Fit India campaign is supported by several national sports icons including World Badminton champion PV Sindhu, sprinter Hima Das along with celebrated wrestlers Bajrang Punia and Sakshi Malik.
Fit India Movement is the latest among several other initiatives by the Prime Minister to promote fitness and health.",https://www.msn.com/en-in/news/newsindia/no-elevator-to-success-stairs-only-option-pm-launches-fit-india-movement/ar-AAGttkd?li=AAgges1
44,"Watch | The Zoya Factor trailer starring Dulquer Salmaan, Sonam Kapoor","The trailer of The Zoya Factor is out.

© Provided by The Statesman Net Private Limited Watch | The Zoya Factor trailer starring Dulquer Salmaan, Sonam Kapoor

Starring Dulquer Salmaan and Sonam Kapoor in the lead, the film has been directed by Abhishek Sharma.

The trailer revolves around luck and beliefs, and follows the titular character Zoya, who being born on the day India won its 1983 historic World Cup final, becomes the lucky charm of the Indian cricket team.

Opening with Zoya’s birth, her unlucky love, and professional life, the trailer traces her journey as an advertising professional for the Indian Cricket Team in 2011 and her subsequent journey of becoming a ‘Lucky Charm’ to the team.

While Dulquer plays the captain of the Indian cricket team who disbelieves in the luck theory, media, spiritual gurus and public opinion apart from the many team members proclaim her as the official ‘lucky devi’. The trailer runs its course with “Zoya Zoya” chants among spectators in the stadium.

Angad Bedi and Sanjay Gupta also feature in the trailer making The Zoya Factor look light-hearted comedy-drama.

Makers shared the trailer with a detailed synopsis that read, “When Zoya Solanki came into this world the Indian Cricket Team had created history by winning the World Cup for the very first time. Since then her father has bestowed upon her the title of Lucky Charm. Despite this title she strives in her day to day life, struggling with the smallest of things. And then happens the unthinkable. A chance encounter with Team India sets her off on a journey to become India’s Lucky Charm. Watch this fun, quirky tale of Zoya Solanki in cinemas on 20th September.”

Produced by Fox Star Studios, Pooja Shetty and Aarrti Shetty, the film is slated to release on 20th September, 2019.",,"['factor', 'cricket', 'journey', 'indian', 'trailer', 'dulquer', 'team', 'watch', 'zoya', 'starring', 'salmaan', 'lucky', 'charm', 'world', 'sonam', 'kapoor']","The trailer of The Zoya Factor is out.
© Provided by The Statesman Net Private Limited Watch | The Zoya Factor trailer starring Dulquer Salmaan, Sonam KapoorStarring Dulquer Salmaan and Sonam Kapoor in the lead, the film has been directed by Abhishek Sharma.
The trailer runs its course with “Zoya Zoya” chants among spectators in the stadium.
Angad Bedi and Sanjay Gupta also feature in the trailer making The Zoya Factor look light-hearted comedy-drama.
Since then her father has bestowed upon her the title of Lucky Charm.",https://www.msn.com/en-in/entertainment/bollywood/watch-the-zoya-factor-trailer-starring-dulquer-salmaan-sonam-kapoor/ar-AAGv1w9?li=AA5a2m
45,"Bhagyashree with husband Himalaya, Amrita Singh with Ibrahim, Abhishek Bachchan in Juhu","By Pratiksha Mestry

|

On the personal front, Sunny Leone married Daniel Weber in 2011. The couple has three kids - Nisha Kaur Weber, whom they adopted from a village Latur, in Maharashtra, and twins - Asher and Noah Singh Weber born through surrogacy in March 2018.",,"['husband', 'twins', 'sunny', 'amrita', 'bachchan', 'abhishek', 'weber', 'noah', 'ibrahim', 'himalaya', 'bhagyashree', 'village', 'nisha', 'surrogacy', 'juhu', 'singh', 'personal', 'pratiksha']","By Pratiksha Mestry|On the personal front, Sunny Leone married Daniel Weber in 2011.
The couple has three kids - Nisha Kaur Weber, whom they adopted from a village Latur, in Maharashtra, and twins - Asher and Noah Singh Weber born through surrogacy in March 2018.",https://www.msn.com/en-in/entertainment/bollywood/bhagyashree-with-husband-himalaya-amrita-singh-with-ibrahim-abhishek-bachchan-in-juhu/ss-AAGrLMG?li=BBAgStz
46,How well does the iPhone X Face ID work? And is it secure?,"How well does the iPhone X Face ID work? And is it secure?

Duration: 02:57

Apple's iPhone X can be unlocked using facial recognition, also known as Face ID. The Post's Geoffrey A. Fowler puts it through several tests.",,"['unlocked', 'using', 'secure', 'iphone', 'x', 'recognition', 'does', 'secureduration', 'work', 'tests', 'face', 'id']","How well does the iPhone X Face ID work?
And is it secure?
Duration: 02:57Apple's iPhone X can be unlocked using facial recognition, also known as Face ID.
The Post's Geoffrey A. Fowler puts it through several tests.",https://www.msn.com/en-in/video/technology/how-well-does-the-iphone-x-face-id-work-and-is-it-secure/vi-AAGtrs0
47,8 common symptoms of PCOS,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['version', 'using', 'older', 'msn', 'browser', 'symptoms', 'common', 'supported', 'experience', 'pcos', 'best']","You are using an older browser version.
Please use a supported version for the best MSN experience.",https://www.msn.com/en-in/health/health-news/8-common-symptoms-of-pcos/vi-AAGvfFR
